year,state/county,num_events,avg_log_duration,Other,changing,chevron,cigar,circle,cone,cross,cylinder,diamond,disk,egg,fireball,flash,formation,light,other,oval,rectangle,sphere,teardrop,triangle,unknown,weekday,weekend,Fall,Spring,Summer,Winter,day,night
2002,nd,4,6.0274778313905735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,0.25,0.5,0.0,1.0
2002,ne,18,4.394873970477212,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.5555555555555556,0.4444444444444444,0.5,0.05555555555555555,0.2777777777777778,0.16666666666666666,0.3333333333333333,0.6666666666666666
2002,netherlands,18,4.450304806378199,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.2777777777777778,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.8888888888888888
2002,new zealand,13,3.031570023653781,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.46153846153846156,0.5384615384615384,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.8461538461538461
2002,nh,25,4.840934693129527,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.08695652173913043,0.0,0.0,0.2608695652173913,0.043478260869565216,0.0,0.0,0.13043478260869565,0.0,0.043478260869565216,0.17391304347826086,0.88,0.12,0.08,0.16,0.56,0.2,0.08,0.92
2002,nj,58,4.296918064543485,0.0,0.0,0.017543859649122806,0.03508771929824561,0.08771929824561403,0.0,0.017543859649122806,0.0,0.017543859649122806,0.14035087719298245,0.0,0.05263157894736842,0.05263157894736842,0.03508771929824561,0.15789473684210525,0.12280701754385964,0.0,0.03508771929824561,0.05263157894736842,0.0,0.07017543859649122,0.10526315789473684,0.6724137931034483,0.3275862068965517,0.22413793103448276,0.1724137931034483,0.39655172413793105,0.20689655172413793,0.3448275862068966,0.6551724137931034
2002,nm,43,4.177231365441887,0.0,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.0,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.23076923076923078,0.10256410256410256,0.05128205128205128,0.0,0.0,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.7906976744186046,0.20930232558139536,0.3023255813953488,0.18604651162790697,0.37209302325581395,0.13953488372093023,0.32558139534883723,0.6744186046511628
2002,ns,10,5.0938932944518935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.7,0.3,0.3,0.0,0.5,0.2,0.0,1.0
2002,nt,1,4.110873864173311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2002,nv,42,4.653473106982993,0.0,0.07142857142857142,0.023809523809523808,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.0,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.0,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.23809523809523808,0.2857142857142857,0.7142857142857143
2002,ny,151,4.1351427564040755,0.0,0.04225352112676056,0.007042253521126761,0.04929577464788732,0.08450704225352113,0.007042253521126761,0.014084507042253521,0.028169014084507043,0.035211267605633804,0.06338028169014084,0.035211267605633804,0.056338028169014086,0.028169014084507043,0.04225352112676056,0.21830985915492956,0.02112676056338028,0.035211267605633804,0.007042253521126761,0.035211267605633804,0.014084507042253521,0.11267605633802817,0.06338028169014084,0.5496688741721855,0.4503311258278146,0.304635761589404,0.19205298013245034,0.36423841059602646,0.1390728476821192,0.26490066225165565,0.7350993377483444
2002,oh,92,4.021702603396277,0.0,0.033707865168539325,0.011235955056179775,0.06741573033707865,0.11235955056179775,0.0,0.02247191011235955,0.033707865168539325,0.011235955056179775,0.11235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.11235955056179775,0.06741573033707865,0.0898876404494382,0.0,0.0898876404494382,0.0,0.12359550561797752,0.06741573033707865,0.7934782608695652,0.20652173913043478,0.29347826086956524,0.10869565217391304,0.42391304347826086,0.17391304347826086,0.17391304347826086,0.8260869565217391
2002,ok,27,4.098701985434916,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.0,0.1111111111111111,0.07407407407407407,0.7037037037037037,0.2962962962962963,0.37037037037037035,0.18518518518518517,0.25925925925925924,0.18518518518518517,0.25925925925925924,0.7407407407407407
2002,on,91,4.0337586084612065,0.0,0.04395604395604396,0.02197802197802198,0.02197802197802198,0.07692307692307693,0.0,0.0,0.01098901098901099,0.01098901098901099,0.04395604395604396,0.02197802197802198,0.054945054945054944,0.03296703296703297,0.04395604395604396,0.25274725274725274,0.054945054945054944,0.03296703296703297,0.054945054945054944,0.02197802197802198,0.01098901098901099,0.10989010989010989,0.07692307692307693,0.7142857142857143,0.2857142857142857,0.15384615384615385,0.16483516483516483,0.5274725274725275,0.15384615384615385,0.14285714285714285,0.8571428571428571
2002,or,95,4.757238537590837,0.0,0.02127659574468085,0.031914893617021274,0.02127659574468085,0.10638297872340426,0.0,0.0,0.0,0.0,0.07446808510638298,0.0,0.031914893617021274,0.010638297872340425,0.02127659574468085,0.24468085106382978,0.05319148936170213,0.05319148936170213,0.010638297872340425,0.07446808510638298,0.010638297872340425,0.13829787234042554,0.09574468085106383,0.7052631578947368,0.29473684210526313,0.2,0.14736842105263157,0.45263157894736844,0.2,0.12631578947368421,0.8736842105263158
2002,pa,133,4.637358256942824,0.0,0.038461538461538464,0.015384615384615385,0.038461538461538464,0.07692307692307693,0.007692307692307693,0.0,0.03076923076923077,0.015384615384615385,0.08461538461538462,0.03076923076923077,0.06153846153846154,0.007692307692307693,0.015384615384615385,0.23076923076923078,0.09230769230769231,0.038461538461538464,0.023076923076923078,0.046153846153846156,0.0,0.07692307692307693,0.06923076923076923,0.6992481203007519,0.3007518796992481,0.2556390977443609,0.16541353383458646,0.3308270676691729,0.24812030075187969,0.19548872180451127,0.8045112781954887
2002,pakistan,2,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0
2002,peru,1,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2002,philippines,4,4.947138523825719,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.25,0.75,0.0,0.25,0.0,0.25,0.75
2002,poland,2,7.040236107757346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0
2002,portugal,4,2.2207366998220435,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.75,0.0,0.25,0.0,0.25,0.75
2002,pq,18,4.372080975593781,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.2777777777777778,0.0,0.6111111111111112,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.6111111111111112,0.05555555555555555,0.0,1.0
2002,pr,4,2.1511177998808244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.25,0.25,0.25,0.25,0.25,0.0,1.0
2002,qc,1,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2002,ri,6,4.615548167386395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5
2002,romania,2,3.2067294785836786,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2002,sa,3,5.063342444939947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
2002,saudi arabia,1,6.398594934535208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2002,sc,26,4.039430396766048,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.28,0.16,0.04,0.0,0.08,0.04,0.08,0.12,0.7307692307692307,0.2692307692307692,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.19230769230769232,0.8076923076923077
2002,sd,8,3.970880463803639,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.5,0.5,0.125,0.0,0.5,0.375,0.125,0.875
2002,singapore,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
2002,sk,4,3.976757251092258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.75,0.25,0.25,0.75
2002,south africa,6,4.196038532177114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,1.0
2002,spain,6,2.0438933233255923,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334
2002,sri lanka,10,4.018755050677608,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.6,0.4,0.1,0.3,0.5,0.1,0.0,1.0
2002,st,1,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,sweden,2,2.9513166667006834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2002,switzerland,2,4.908992064461094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5
2002,thailand,1,6.398594934535208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2002,tn,52,3.7451517947218567,0.0,0.019230769230769232,0.038461538461538464,0.0,0.1346153846153846,0.0,0.0,0.019230769230769232,0.019230769230769232,0.11538461538461539,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.15384615384615385,0.057692307692307696,0.019230769230769232,0.0,0.11538461538461539,0.0,0.07692307692307693,0.17307692307692307,0.75,0.25,0.3076923076923077,0.17307692307692307,0.3269230769230769,0.19230769230769232,0.2692307692307692,0.7307692307692307
2002,tx,173,4.098057861692968,0.0,0.023809523809523808,0.023809523809523808,0.017857142857142856,0.08928571428571429,0.0,0.0,0.02976190476190476,0.02976190476190476,0.06547619047619048,0.011904761904761904,0.05357142857142857,0.017857142857142856,0.047619047619047616,0.17261904761904762,0.08333333333333333,0.05357142857142857,0.011904761904761904,0.05952380952380952,0.011904761904761904,0.08928571428571429,0.10714285714285714,0.7283236994219653,0.27167630057803466,0.2774566473988439,0.2254335260115607,0.26011560693641617,0.23699421965317918,0.26011560693641617,0.7398843930635838
2002,ukraine,1,5.198497031265826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2002,ut,43,4.09462929939238,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.0,0.023255813953488372,0.0,0.023255813953488372,0.06976744186046512,0.0,0.13953488372093023,0.0,0.046511627906976744,0.16279069767441862,0.09302325581395349,0.0,0.0,0.09302325581395349,0.023255813953488372,0.09302325581395349,0.09302325581395349,0.6744186046511628,0.32558139534883723,0.3023255813953488,0.18604651162790697,0.32558139534883723,0.18604651162790697,0.16279069767441862,0.8372093023255814
2002,va,62,3.688933958176001,0.0,0.016666666666666666,0.06666666666666667,0.0,0.05,0.0,0.016666666666666666,0.0,0.0,0.08333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.2833333333333333,0.13333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.6935483870967742,0.3064516129032258,0.24193548387096775,0.11290322580645161,0.3387096774193548,0.3064516129032258,0.22580645161290322,0.7741935483870968
2002,vt,14,4.997385302831565,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.6428571428571429,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.7857142857142857
2002,wa,210,4.367147512956423,0.0,0.01990049751243781,0.014925373134328358,0.014925373134328358,0.05970149253731343,0.0,0.004975124378109453,0.014925373134328358,0.009950248756218905,0.06965174129353234,0.004975124378109453,0.07960199004975124,0.01990049751243781,0.014925373134328358,0.26865671641791045,0.11940298507462686,0.03980099502487562,0.014925373134328358,0.05472636815920398,0.004975124378109453,0.07462686567164178,0.0945273631840796,0.7142857142857143,0.2857142857142857,0.3476190476190476,0.17142857142857143,0.32857142857142857,0.1523809523809524,0.23333333333333334,0.7666666666666667
2002,wi,48,5.145822476926315,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.0,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.1956521739130435,0.08695652173913043,0.0,0.0,0.0,0.0,0.2608695652173913,0.08695652173913043,0.6875,0.3125,0.2916666666666667,0.1875,0.3333333333333333,0.1875,0.25,0.75
2002,wv,24,4.118747499320675,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.0,0.21739130434782608,0.08695652173913043,0.0,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.5416666666666666,0.4583333333333333,0.16666666666666666,0.08333333333333333,0.5416666666666666,0.20833333333333334,0.16666666666666666,0.8333333333333334
2002,wy,15,3.7175173927348406,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667,0.0,0.2,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.9333333333333333
2002,yt,1,3.4339872044851463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2003,ab,27,3.5497780271238253,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,0.0,0.2222222222222222,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.2222222222222222,0.18518518518518517,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.18518518518518517,0.37037037037037035,0.1111111111111111,0.14814814814814814,0.8518518518518519
2003,ak,14,4.799979311369548,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143
2003,al,42,5.133594492227712,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.047619047619047616,0.11904761904761904,0.047619047619047616,0.023809523809523808,0.0,0.023809523809523808,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.023809523809523808,0.047619047619047616,0.0,0.14285714285714285,0.0,0.6190476190476191,0.38095238095238093,0.47619047619047616,0.0,0.30952380952380953,0.21428571428571427,0.16666666666666666,0.8333333333333334
2003,ar,57,4.269724879434458,0.0,0.017543859649122806,0.0,0.05263157894736842,0.08771929824561403,0.0,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.05263157894736842,0.2631578947368421,0.08771929824561403,0.07017543859649122,0.0,0.03508771929824561,0.03508771929824561,0.19298245614035087,0.05263157894736842,0.6842105263157895,0.3157894736842105,0.49122807017543857,0.15789473684210525,0.19298245614035087,0.15789473684210525,0.14035087719298245,0.8596491228070176
2003,argentina,4,3.586185929673312,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5,0.25,0.0,1.0
2003,au,51,4.36110284158493,0.0,0.0392156862745098,0.0,0.0392156862745098,0.0196078431372549,0.0,0.0,0.0392156862745098,0.0,0.09803921568627451,0.0392156862745098,0.0784313725490196,0.0196078431372549,0.0784313725490196,0.21568627450980393,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.11764705882352941,0.09803921568627451,0.6862745098039216,0.3137254901960784,0.13725490196078433,0.3137254901960784,0.17647058823529413,0.37254901960784315,0.29411764705882354,0.7058823529411765
2003,australia,11,5.998598046594304,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.8181818181818182
2003,az,127,5.042244355159257,0.0,0.0,0.008064516129032258,0.04838709677419355,0.07258064516129033,0.008064516129032258,0.008064516129032258,0.024193548387096774,0.016129032258064516,0.06451612903225806,0.016129032258064516,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.18548387096774194,0.07258064516129033,0.07258064516129033,0.0,0.07258064516129033,0.008064516129032258,0.11290322580645161,0.08064516129032258,0.7559055118110236,0.2440944881889764,0.3228346456692913,0.2125984251968504,0.30708661417322836,0.15748031496062992,0.2283464566929134,0.7716535433070866
2003,bahamas,2,4.946996308987163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5
2003,bc,186,3.5948306910950096,0.0,0.0,0.005376344086021506,0.005376344086021506,0.053763440860215055,0.0,0.005376344086021506,0.03225806451612903,0.016129032258064516,0.07526881720430108,0.010752688172043012,0.03763440860215054,0.03225806451612903,0.005376344086021506,0.41397849462365593,0.12365591397849462,0.016129032258064516,0.010752688172043012,0.03763440860215054,0.0,0.053763440860215055,0.06451612903225806,0.7365591397849462,0.26344086021505375,0.25806451612903225,0.15591397849462366,0.41935483870967744,0.16666666666666666,0.1935483870967742,0.8064516129032258
2003,belgium,6,4.289842726392393,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
2003,bermuda,1,7.901377353792616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2003,brazil,7,4.03733360742349,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.8571428571428571
2003,ca,594,4.504548533537143,0.0,0.02768166089965398,0.01730103806228374,0.01730103806228374,0.11937716262975778,0.0034602076124567475,0.0034602076124567475,0.01384083044982699,0.02249134948096886,0.0657439446366782,0.012110726643598616,0.08304498269896193,0.01384083044982699,0.025951557093425604,0.23183391003460208,0.06401384083044982,0.03806228373702422,0.00865051903114187,0.05363321799307959,0.006920415224913495,0.09342560553633218,0.07785467128027682,0.6430976430976431,0.3569023569023569,0.30134680134680136,0.13131313131313133,0.29124579124579125,0.2760942760942761,0.22727272727272727,0.7727272727272727
2003,chile,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2003,china,2,4.094483431824438,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5
2003,co,82,4.630762708682982,0.0,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.06172839506172839,0.0,0.012345679012345678,0.024691358024691357,0.024691358024691357,0.037037037037037035,0.012345679012345678,0.012345679012345678,0.0,0.037037037037037035,0.2839506172839506,0.07407407407407407,0.012345679012345678,0.024691358024691357,0.08641975308641975,0.024691358024691357,0.13580246913580246,0.06172839506172839,0.6951219512195121,0.3048780487804878,0.4146341463414634,0.10975609756097561,0.24390243902439024,0.23170731707317074,0.2804878048780488,0.7195121951219512
2003,colombia,1,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2003,costa rica,3,3.778454852759254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0
2003,croatia,2,1.5222612188617115,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5
2003,ct,35,4.468350171270645,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.03125,0.03125,0.09375,0.03125,0.0625,0.03125,0.0,0.21875,0.09375,0.09375,0.03125,0.0625,0.0,0.09375,0.0625,0.6571428571428571,0.34285714285714286,0.17142857142857143,0.2857142857142857,0.14285714285714285,0.4,0.2,0.8
2003,cyprus,1,6.580639137284949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
